PCIS Permit #,Permit Sub-Type,Issue Date,Valuation
15010-30000-03076,1 or 2 Family Dwelling,3/11/2016,"$4,000.00 "
13010-20000-03615,1 or 2 Family Dwelling,11/25/2013,"$3,680.00 "
13014-20000-04959,1 or 2 Family Dwelling,12/18/2013,"$35,000.00 "
14014-10000-03937,1 or 2 Family Dwelling,10/23/2015,"$70,000.00 "
14010-20000-02717,1 or 2 Family Dwelling,8/22/2014,"$32,350.00 "
13014-30000-04992,1 or 2 Family Dwelling,5/6/2014,"$175,000.00 "
15014-20000-03599,1 or 2 Family Dwelling,8/6/2015,"$24,300.00 "
13014-10002-02574,1 or 2 Family Dwelling,12/9/2014,"$130,000.00 "
14014-40000-01818,1 or 2 Family Dwelling,8/1/2014,"$50,197.00 "
15014-30000-05877,1 or 2 Family Dwelling,3/10/2016,"$700,000.00 "
15014-20000-02019,1 or 2 Family Dwelling,10/20/2015,"$53,000.00 "
13014-10000-02919,1 or 2 Family Dwelling,9/6/2013,"$25,000.00 "
12014-10000-02792,1 or 2 Family Dwelling,8/27/2013,"$180,000.00 "
14010-20000-01912,1 or 2 Family Dwelling,11/19/2014,"$647,493.00 "
14014-20000-04906,1 or 2 Family Dwelling,1/16/2015,"$70,000.00 "
14010-10000-01855,Commercial,11/17/2014,"$15,000,000.00 "
14016-10000-19345,1 or 2 Family Dwelling,3/5/2015,"$100,000.00 "
13014-20000-03355,1 or 2 Family Dwelling,10/31/2013,"$40,000.00 "
12010-10000-01798,1 or 2 Family Dwelling,2/25/2013,"$91,000.00 "
14014-20000-02961,1 or 2 Family Dwelling,10/31/2014,"$8,686.00 "
13014-20000-03673,1 or 2 Family Dwelling,11/5/2013,"$12,000.00 "
15014-20000-00957,1 or 2 Family Dwelling,4/9/2015,"$35,000.00 "
13010-20000-04527,1 or 2 Family Dwelling,1/10/2014,"$25,250.00 "
15014-30000-04153,1 or 2 Family Dwelling,11/2/2015,"$1,000,000.00 "
14010-30000-02200,1 or 2 Family Dwelling,9/10/2015,"$80,000.00 "
14014-10000-00830,1 or 2 Family Dwelling,8/27/2014,"$55,000.00 "
15010-20000-00871,1 or 2 Family Dwelling,6/18/2015,"$43,000.00 "
11010-10000-02056,1 or 2 Family Dwelling,4/10/2013,"$159,597.00 "
14014-20000-04519,1 or 2 Family Dwelling,5/1/2015,"$300,000.00 "
14014-20000-05000,Apartment,1/29/2015,"$13,770.00 "
14010-20000-00115,1 or 2 Family Dwelling,2/21/2014,"$95,000.00 "
13010-10000-02141,1 or 2 Family Dwelling,12/22/2014,"$405,868.00 "
14016-20002-18172,1 or 2 Family Dwelling,2/5/2015,$0.00 
14014-30000-05022,1 or 2 Family Dwelling,11/18/2014,"$34,500.00 "
15014-20000-01901,1 or 2 Family Dwelling,9/11/2015,"$120,000.00 "
13014-10000-01022,Commercial,12/10/2013,"$550,000.00 "
15014-30001-02608,1 or 2 Family Dwelling,11/18/2015,"$22,000.00 "
14014-30000-05093,1 or 2 Family Dwelling,5/15/2015,"$150,000.00 "
13010-20000-03203,1 or 2 Family Dwelling,12/10/2015,"$275,000.00 "
16014-10000-00173,1 or 2 Family Dwelling,2/3/2016,"$5,000.00 "
13010-10000-01611,Apartment,1/17/2014,"$3,000,000.00 "
14010-10000-00465,1 or 2 Family Dwelling,8/8/2014,"$178,671.00 "
14010-10000-02841,1 or 2 Family Dwelling,3/19/2015,"$180,000.00 "
15014-20000-03090,1 or 2 Family Dwelling,9/8/2015,"$340,000.00 "
15010-20000-02262,1 or 2 Family Dwelling,4/13/2016,"$520,000.00 "
14010-30000-03184,1 or 2 Family Dwelling,4/20/2015,"$590,000.00 "
15014-20000-05410,1 or 2 Family Dwelling,11/30/2015,"$50,000.00 "
14014-20000-05542,1 or 2 Family Dwelling,6/19/2015,"$18,000.00 "
15014-10000-02762,1 or 2 Family Dwelling,9/9/2015,"$48,000.00 "
15014-30000-01484,1 or 2 Family Dwelling,4/21/2015,"$8,000.00 "
14014-30000-03971,1 or 2 Family Dwelling,9/11/2014,"$6,000.00 "
10010-30000-02658,1 or 2 Family Dwelling,10/22/2013,"$500,000.00 "
13014-20000-00054,1 or 2 Family Dwelling,9/11/2013,"$9,200.00 "
13014-20000-01940,1 or 2 Family Dwelling,10/21/2013,"$110,000.00 "
15014-20000-02965,1 or 2 Family Dwelling,7/2/2015,"$44,650.00 "
15014-30000-04033,1 or 2 Family Dwelling,10/19/2015,"$264,000.00 "
15014-10000-04263,1 or 2 Family Dwelling,11/25/2015,"$21,000.00 "
13010-20000-04127,1 or 2 Family Dwelling,11/18/2015,"$253,000.00 "
12010-10000-00886,Commercial,2/1/2013,"$10,560.00 "
14010-30000-02318,1 or 2 Family Dwelling,2/3/2015,"$80,000.00 "
13014-20000-01751,1 or 2 Family Dwelling,5/9/2013,"$6,500.00 "
14010-20000-03614,1 or 2 Family Dwelling,5/7/2015,"$282,100.00 "
14014-10000-04539,1 or 2 Family Dwelling,11/5/2014,"$32,000.00 "
15014-30000-05924,1 or 2 Family Dwelling,2/2/2016,"$82,500.00 "
13014-10000-03575,1 or 2 Family Dwelling,2/10/2014,"$200,000.00 "
14010-20000-00576,1 or 2 Family Dwelling,7/29/2014,"$487,000.00 "
14014-30000-03968,1 or 2 Family Dwelling,9/11/2014,"$21,000.00 "
15014-10000-03795,1 or 2 Family Dwelling,11/5/2015,"$190,000.00 "
14014-30000-05312,1 or 2 Family Dwelling,2/24/2015,"$30,000.00 "
15010-20000-02298,1 or 2 Family Dwelling,8/26/2015,"$332,000.00 "
15014-70001-03296,1 or 2 Family Dwelling,10/6/2015,"$6,000.00 "
12014-10000-01932,1 or 2 Family Dwelling,11/13/2013,"$25,048.00 "
15010-20000-02668,1 or 2 Family Dwelling,10/21/2015,"$46,460.00 "
14014-20000-01685,1 or 2 Family Dwelling,6/30/2014,"$19,000.00 "
13014-20000-04892,1 or 2 Family Dwelling,3/5/2014,"$25,000.00 "
16014-10000-00526,1 or 2 Family Dwelling,2/12/2016,"$18,000.00 "
14014-20000-02516,1 or 2 Family Dwelling,7/20/2015,"$16,000.00 "
14014-20000-03988,1 or 2 Family Dwelling,3/6/2015,"$230,000.00 "
14014-10000-01570,1 or 2 Family Dwelling,1/6/2015,"$55,000.00 "
14010-20000-04218,1 or 2 Family Dwelling,12/22/2015,"$500,000.00 "
12014-30000-04681,1 or 2 Family Dwelling,2/11/2013,"$10,001.00 "
12014-20002-04693,1 or 2 Family Dwelling,6/5/2013,"$1,500.00 "
14010-20000-02030,1 or 2 Family Dwelling,7/8/2015,"$208,000.00 "
14014-20000-00195,1 or 2 Family Dwelling,1/22/2014,"$100,000.00 "
14014-30000-01441,1 or 2 Family Dwelling,10/17/2014,"$100,000.00 "
13014-10000-02581,Commercial,8/16/2013,"$7,300.00 "
15010-10000-00633,1 or 2 Family Dwelling,8/10/2015,"$800,000.00 "
12014-10000-04477,1 or 2 Family Dwelling,3/3/2014,"$25,000.00 "
15014-20000-05965,1 or 2 Family Dwelling,12/28/2015,"$6,000.00 "
15010-30000-01073,1 or 2 Family Dwelling,8/26/2015,"$212,640.00 "
14014-10000-00692,1 or 2 Family Dwelling,5/5/2014,"$135,000.00 "
14010-20000-02926,1 or 2 Family Dwelling,12/23/2014,"$25,000.00 "
14014-20000-05417,1 or 2 Family Dwelling,2/24/2015,"$397,000.00 "
14014-30000-01983,1 or 2 Family Dwelling,8/18/2014,"$45,000.00 "
13014-40000-03001,1 or 2 Family Dwelling,6/27/2014,"$868,600.00 "
15014-10000-01975,Commercial,11/6/2015,"$103,000.00 "
11014-70000-03988,Apartment,11/7/2014,"$435,000.00 "
16014-20000-00774,1 or 2 Family Dwelling,4/7/2016,"$157,400.00 "
15014-10000-03806,1 or 2 Family Dwelling,12/30/2015,"$675,000.00 "
14014-20000-05365,1 or 2 Family Dwelling,2/19/2015,"$25,000.00 "
16014-20000-01025,1 or 2 Family Dwelling,3/9/2016,"$27,500.00 "
15014-20000-01146,1 or 2 Family Dwelling,6/12/2015,"$15,000.00 "
15014-10000-03451,1 or 2 Family Dwelling,10/1/2015,"$150,000.00 "
14010-30000-03110,1 or 2 Family Dwelling,5/21/2015,"$450,000.00 "
14010-70000-00426,1 or 2 Family Dwelling,7/17/2015,"$18,000.00 "
14014-30000-00524,1 or 2 Family Dwelling,5/30/2014,"$150,000.00 "
15010-20000-02190,1 or 2 Family Dwelling,9/14/2015,"$2,500,000.00 "
15014-30000-04202,1 or 2 Family Dwelling,1/6/2016,"$140,000.00 "
14014-70000-00343,1 or 2 Family Dwelling,2/19/2014,"$7,500.00 "
13010-20000-01947,1 or 2 Family Dwelling,6/27/2013,"$60,000.00 "
14014-20000-04193,1 or 2 Family Dwelling,10/2/2014,"$36,800.00 "
13014-10000-00070,1 or 2 Family Dwelling,10/29/2013,"$28,200.00 "
12010-10000-02735,1 or 2 Family Dwelling,7/16/2013,"$889,711.00 "
15010-20000-02630,1 or 2 Family Dwelling,10/22/2015,"$25,000.00 "
15010-20000-01943,1 or 2 Family Dwelling,9/30/2015,"$635,000.00 "
14014-20000-04265,1 or 2 Family Dwelling,4/17/2015,"$225,000.00 "
12010-20000-00074,1 or 2 Family Dwelling,2/15/2013,"$115,000.00 "
14014-10000-00593,1 or 2 Family Dwelling,2/21/2014,"$8,000.00 "
14014-20000-03369,1 or 2 Family Dwelling,9/15/2014,"$24,434.00 "
15010-20000-04386,1 or 2 Family Dwelling,12/18/2015,"$5,500.00 "
15014-30000-05826,1 or 2 Family Dwelling,2/8/2016,"$80,000.00 "
14014-10000-03893,1 or 2 Family Dwelling,10/21/2014,"$5,000.00 "
15014-30001-05262,Commercial,2/26/2016,"$20,000.00 "
14010-20000-03927,1 or 2 Family Dwelling,2/3/2015,"$25,000.00 "
15014-20000-05433,1 or 2 Family Dwelling,2/18/2016,"$65,000.00 "
14014-20000-05617,1 or 2 Family Dwelling,6/26/2015,"$100,000.00 "
13014-10000-00730,1 or 2 Family Dwelling,6/20/2013,"$30,000.00 "
15020-20000-00667,Commercial,5/5/2015,"$50,000.00 "
13010-20000-04443,1 or 2 Family Dwelling,10/21/2014,"$1,350,000.00 "
13010-10000-03227,1 or 2 Family Dwelling,2/6/2015,"$152,300.00 "
15014-20000-03861,1 or 2 Family Dwelling,11/17/2015,"$67,000.00 "
14010-20000-01087,1 or 2 Family Dwelling,10/14/2014,"$650,000.00 "
14014-20000-03285,1 or 2 Family Dwelling,10/27/2014,"$200,000.00 "
14010-10000-00561,1 or 2 Family Dwelling,6/10/2014,"$19,800.00 "
15010-20000-03782,1 or 2 Family Dwelling,10/22/2015,"$35,500.00 "
13014-20000-03997,1 or 2 Family Dwelling,4/16/2014,"$76,500.00 "
10010-10000-02356,Apartment,9/25/2013,"$3,334,473.00 "
12014-20001-03804,1 or 2 Family Dwelling,9/16/2013,"$60,000.00 "
14010-10000-00553,Commercial,9/11/2014,"$20,000.00 "
13014-20000-01664,1 or 2 Family Dwelling,6/4/2013,"$15,000.00 "
15010-30000-03348,1 or 2 Family Dwelling,1/25/2016,"$420,948.00 "
13014-10000-01546,1 or 2 Family Dwelling,9/27/2013,"$383,000.00 "
15010-40000-03477,1 or 2 Family Dwelling,1/12/2016,"$10,000.00 "
15014-30000-02444,1 or 2 Family Dwelling,8/20/2015,"$25,000.00 "
15014-20000-04482,1 or 2 Family Dwelling,9/30/2015,"$37,300.00 "
14014-20000-04798,1 or 2 Family Dwelling,12/3/2014,"$25,000.00 "
15010-20000-03694,Commercial,2/1/2016,"$10,000.00 "
14014-20000-00063,1 or 2 Family Dwelling,1/9/2014,"$60,000.00 "
12010-10000-00375,1 or 2 Family Dwelling,8/6/2013,"$179,875.00 "
14014-20000-05168,1 or 2 Family Dwelling,12/16/2014,"$32,000.00 "
13014-20000-04713,1 or 2 Family Dwelling,12/19/2013,"$99,000.00 "
15010-10000-02422,1 or 2 Family Dwelling,9/29/2015,"$12,500.00 "
15014-30000-04446,1 or 2 Family Dwelling,4/11/2016,"$240,000.00 "
13010-10000-03545,1 or 2 Family Dwelling,3/11/2015,"$371,544.00 "
13014-10000-05194,1 or 2 Family Dwelling,5/7/2014,"$220,000.00 "
12014-20001-03568,1 or 2 Family Dwelling,2/13/2013,"$10,000.00 "
14014-20000-03127,Apartment,9/17/2014,"$9,000.00 "
15014-30000-05031,1 or 2 Family Dwelling,12/17/2015,"$75,000.00 "
13014-20000-04247,1 or 2 Family Dwelling,11/14/2013,"$73,000.00 "
15010-70000-02126,1 or 2 Family Dwelling,6/12/2015,"$13,000.00 "
13010-10000-03297,1 or 2 Family Dwelling,1/12/2015,"$298,588.00 "
15010-20000-03453,1 or 2 Family Dwelling,2/19/2016,"$44,000.00 "
12014-10003-02752,1 or 2 Family Dwelling,5/28/2013,"$65,000.00 "
14010-20000-02715,1 or 2 Family Dwelling,4/4/2016,"$344,000.00 "
13014-20000-03097,1 or 2 Family Dwelling,8/15/2013,"$30,000.00 "
14010-20000-02915,1 or 2 Family Dwelling,3/27/2015,"$35,000.00 "
11010-20000-01106,Commercial,11/7/2014,"$1,167,200.00 "
14014-40002-02887,1 or 2 Family Dwelling,9/25/2015,"$6,000.00 "
13010-30000-04282,1 or 2 Family Dwelling,12/23/2013,"$31,000.00 "
13010-10000-04254,Apartment,1/23/2015,"$452,925.00 "
15014-20000-00893,1 or 2 Family Dwelling,3/26/2015,"$5,000.00 "
15014-20000-04194,1 or 2 Family Dwelling,10/23/2015,"$100,000.00 "
13014-10000-01537,1 or 2 Family Dwelling,9/23/2013,"$122,000.00 "
15010-20000-03372,Apartment,4/21/2016,"$1,800,000.00 "
14014-20000-01427,1 or 2 Family Dwelling,2/17/2015,"$325,000.00 "
15010-30000-02966,1 or 2 Family Dwelling,1/14/2016,"$20,000.00 "
15010-20000-03621,Commercial,12/4/2015,"$143,000.00 "
13014-20000-05008,1 or 2 Family Dwelling,6/24/2014,"$75,000.00 "
14014-30000-00733,1 or 2 Family Dwelling,9/4/2015,"$46,600.00 "
15010-10000-01594,1 or 2 Family Dwelling,12/10/2015,"$5,155,000.00 "
10010-10000-02077,1 or 2 Family Dwelling,12/4/2013,"$230,000.00 "
15014-10000-03395,1 or 2 Family Dwelling,1/28/2016,"$393,500.00 "
14010-20000-01911,1 or 2 Family Dwelling,11/19/2014,"$608,552.00 "
14014-20000-05034,1 or 2 Family Dwelling,12/17/2014,"$60,000.00 "
13010-10000-00058,Commercial,11/20/2013,"$1,009,700.00 "
14010-20000-01134,Apartment,10/14/2015,"$894,200.00 "
13014-10000-01520,1 or 2 Family Dwelling,10/8/2013,"$1,970,000.00 "
15010-10000-02348,Commercial,12/14/2015,"$20,000.00 "
15010-10000-03699,1 or 2 Family Dwelling,1/12/2016,"$20,000.00 "
14014-20000-00562,1 or 2 Family Dwelling,5/23/2014,"$100,000.00 "
13010-10000-01132,1 or 2 Family Dwelling,3/6/2015,"$343,722.00 "
13014-20000-03739,1 or 2 Family Dwelling,9/20/2013,"$35,000.00 "
12014-20000-00935,1 or 2 Family Dwelling,3/29/2013,"$400,000.00 "
14010-10000-01791,1 or 2 Family Dwelling,10/7/2015,"$189,023.00 "
15014-20000-01896,1 or 2 Family Dwelling,7/13/2015,"$30,000.00 "
13010-10000-03916,1 or 2 Family Dwelling,5/14/2015,"$264,017.00 "
14014-20000-02809,1 or 2 Family Dwelling,12/22/2015,"$500,000.00 "
15016-30000-17555,1 or 2 Family Dwelling,10/19/2015,"$10,000.00 "
14014-20000-00897,1 or 2 Family Dwelling,3/7/2014,"$40,000.00 "
15010-10000-02823,1 or 2 Family Dwelling,10/29/2015,"$20,000.00 "
15014-20000-05166,1 or 2 Family Dwelling,11/13/2015,"$37,100.00 "
15014-20000-04338,1 or 2 Family Dwelling,11/5/2015,"$76,000.00 "
15010-10000-00133,1 or 2 Family Dwelling,11/13/2015,"$452,252.00 "
14016-20000-14425,Commercial,5/14/2015,"$100,000.00 "
14014-30000-00851,1 or 2 Family Dwelling,3/18/2014,"$9,000.00 "
15014-20000-04900,1 or 2 Family Dwelling,12/11/2015,"$25,000.00 "
14014-10000-04922,1 or 2 Family Dwelling,12/19/2014,"$40,500.00 "
13014-20000-01748,1 or 2 Family Dwelling,6/3/2013,"$50,000.00 "
15014-10000-03876,1 or 2 Family Dwelling,10/22/2015,"$50,000.00 "
14014-30000-03769,1 or 2 Family Dwelling,3/9/2015,"$170,000.00 "
14010-30000-00558,Apartment,4/20/2015,"$3,100,000.00 "
14014-20000-05175,1 or 2 Family Dwelling,11/26/2014,"$30,000.00 "
12014-20002-02145,1 or 2 Family Dwelling,7/17/2015,"$4,000.00 "
15010-70000-04243,1 or 2 Family Dwelling,1/11/2016,"$22,000.00 "
15014-20000-00805,1 or 2 Family Dwelling,3/24/2015,"$25,000.00 "
13014-10001-05207,1 or 2 Family Dwelling,4/17/2015,"$40,000.00 "
13014-20000-02482,1 or 2 Family Dwelling,6/28/2013,"$25,000.00 "
15016-10000-25150,1 or 2 Family Dwelling,1/19/2016,"$10,000.00 "
13014-20000-02139,1 or 2 Family Dwelling,7/10/2013,"$75,000.00 "
14010-20000-02178,Apartment,6/30/2015,"$3,750,000.00 "
13010-10000-00975,1 or 2 Family Dwelling,7/15/2013,"$62,500.00 "
15010-30000-00180,1 or 2 Family Dwelling,12/22/2015,"$615,000.00 "
13014-10000-05329,1 or 2 Family Dwelling,4/17/2015,"$726,000.00 "
12014-10003-00141,1 or 2 Family Dwelling,10/30/2014,"$9,350.00 "
15010-10000-03532,Apartment,2/8/2016,"$4,600,000.00 "
15014-20000-00520,1 or 2 Family Dwelling,2/10/2015,"$50,000.00 "
12010-10000-02631,1 or 2 Family Dwelling,3/27/2013,"$50,000.00 "
13010-10000-00965,1 or 2 Family Dwelling,8/29/2013,"$550,000.00 "
14014-20000-01386,1 or 2 Family Dwelling,4/30/2014,"$20,000.00 "
13010-20000-00594,1 or 2 Family Dwelling,3/31/2015,"$220,000.00 "
15010-10000-03008,1 or 2 Family Dwelling,10/26/2015,"$118,473.00 "
14014-70000-02255,1 or 2 Family Dwelling,6/2/2014,"$35,000.00 "
13010-10000-03369,Commercial,11/12/2015,"$26,280.00 "
15014-20000-00214,1 or 2 Family Dwelling,6/30/2015,"$75,000.00 "
16014-20000-00467,1 or 2 Family Dwelling,4/15/2016,"$250,000.00 "
13010-20000-02947,1 or 2 Family Dwelling,5/23/2014,"$295,000.00 "
15014-30000-01728,1 or 2 Family Dwelling,9/1/2015,"$128,000.00 "
15010-20000-03440,1 or 2 Family Dwelling,12/18/2015,"$511,000.00 "
14014-20000-02709,1 or 2 Family Dwelling,6/24/2014,"$40,000.00 "
13014-10000-04186,1 or 2 Family Dwelling,2/12/2014,"$96,669.00 "
15010-20000-03537,1 or 2 Family Dwelling,12/11/2015,"$518,000.00 "
13010-20000-04671,1 or 2 Family Dwelling,8/22/2014,"$11,000.00 "
15010-10000-00946,1 or 2 Family Dwelling,7/20/2015,"$44,400.00 "
13010-70000-01107,1 or 2 Family Dwelling,4/18/2013,"$2,600.00 "
13014-10000-05118,1 or 2 Family Dwelling,4/1/2014,"$25,000.00 "
13014-10000-00735,1 or 2 Family Dwelling,4/11/2013,"$100,000.00 "
14014-20000-04518,1 or 2 Family Dwelling,10/17/2014,"$7,000.00 "
15010-10000-01666,1 or 2 Family Dwelling,6/19/2015,"$14,700.00 "
14014-30000-02141,1 or 2 Family Dwelling,8/8/2014,"$260,000.00 "
13014-20000-02423,1 or 2 Family Dwelling,6/21/2013,"$25,000.00 "
14010-20000-01718,1 or 2 Family Dwelling,11/19/2014,"$20,000.00 "
15014-70000-05859,1 or 2 Family Dwelling,3/21/2016,"$11,700.00 "
15014-20000-00062,1 or 2 Family Dwelling,5/5/2015,"$200,000.00 "
13014-20000-00919,1 or 2 Family Dwelling,6/3/2013,"$80,000.00 "
13014-20000-00462,1 or 2 Family Dwelling,2/7/2013,"$6,000.00 "
15010-30000-01722,1 or 2 Family Dwelling,7/24/2015,"$85,000.00 "
15020-20000-00669,Commercial,5/5/2015,"$50,000.00 "
13014-20000-04404,1 or 2 Family Dwelling,10/21/2013,"$45,000.00 "
16010-10000-00901,1 or 2 Family Dwelling,3/24/2016,"$8,000.00 "
15010-10000-02452,1 or 2 Family Dwelling,12/21/2015,"$400,000.00 "
14014-10000-02016,1 or 2 Family Dwelling,6/12/2014,"$78,000.00 "
13014-10000-04412,Commercial,4/10/2014,"$4,100,000.00 "
15014-30000-03000,1 or 2 Family Dwelling,7/6/2015,"$50,000.00 "
15014-10001-05407,1 or 2 Family Dwelling,3/29/2016,"$10,000.00 "
15014-20000-04944,1 or 2 Family Dwelling,12/23/2015,"$300,000.00 "
13010-20000-00689,Apartment,12/31/2014,"$900,000.00 "
14014-10000-03258,1 or 2 Family Dwelling,5/21/2015,"$12,000.00 "
15014-10000-05814,1 or 2 Family Dwelling,3/17/2016,"$18,000.00 "
15014-10001-00439,Apartment,7/16/2015,$501.00 
14010-20000-00633,1 or 2 Family Dwelling,9/2/2014,"$203,286.00 "
13014-30000-05325,Commercial,6/22/2015,"$1,310,000.00 "
14010-20000-03588,1 or 2 Family Dwelling,3/31/2015,"$850,000.00 "
14014-70000-00516,1 or 2 Family Dwelling,3/27/2014,"$20,000.00 "
15016-20001-01263,1 or 2 Family Dwelling,9/24/2015,"$84,200.00 "
12016-40000-06514,Commercial,9/16/2013,"$1,300,000.00 "
13014-10000-00833,1 or 2 Family Dwelling,7/15/2013,"$308,000.00 "
15014-30000-00099,1 or 2 Family Dwelling,4/24/2015,"$300,000.00 "
13010-30000-01381,Commercial,9/5/2013,"$25,000.00 "
14010-20000-03547,Commercial,11/5/2014,"$35,000.00 "
13010-20000-00682,Apartment,5/21/2015,"$3,532,000.00 "
15014-20000-00716,1 or 2 Family Dwelling,3/26/2015,"$36,150.00 "
13010-30000-01104,1 or 2 Family Dwelling,11/20/2013,"$100,000.00 "
13014-20000-01506,1 or 2 Family Dwelling,10/22/2014,"$50,000.00 "
15010-10000-01735,Apartment,10/19/2015,"$1,180,000.00 "
15010-30000-01174,1 or 2 Family Dwelling,8/12/2015,"$950,000.00 "
13014-30000-03246,1 or 2 Family Dwelling,10/16/2013,"$65,000.00 "
15014-20000-05569,1 or 2 Family Dwelling,2/26/2016,"$136,000.00 "
15014-20000-01099,1 or 2 Family Dwelling,7/2/2015,"$144,700.00 "
15014-20000-00157,1 or 2 Family Dwelling,11/16/2015,"$89,000.00 "
14014-10000-01783,1 or 2 Family Dwelling,5/9/2014,"$55,100.00 "
15010-10000-01516,1 or 2 Family Dwelling,8/31/2015,"$113,000.00 "
15014-10001-01882,1 or 2 Family Dwelling,11/10/2015,"$5,000.00 "
12010-70000-02729,1 or 2 Family Dwelling,1/4/2013,"$20,000.00 "
14010-10000-03349,1 or 2 Family Dwelling,6/3/2015,"$77,500.00 "
15010-20000-03820,Commercial,1/25/2016,"$30,000.00 "
15010-20000-01777,Apartment,3/31/2016,"$1,900,050.00 "
15014-20000-05234,1 or 2 Family Dwelling,3/14/2016,"$36,000.00 "
15014-20000-03554,1 or 2 Family Dwelling,8/5/2015,"$15,000.00 "
13014-30000-00168,1 or 2 Family Dwelling,3/5/2013,"$30,000.00 "
15010-20000-01894,1 or 2 Family Dwelling,5/28/2015,"$12,500.00 "
13010-30000-02115,1 or 2 Family Dwelling,12/2/2013,"$25,000.00 "
15014-20000-03530,1 or 2 Family Dwelling,12/28/2015,"$75,000.00 "
15014-20000-03798,1 or 2 Family Dwelling,8/21/2015,"$10,000.00 "
13010-30000-01074,1 or 2 Family Dwelling,5/9/2013,"$150,000.00 "
15014-20000-02277,1 or 2 Family Dwelling,2/17/2016,"$45,000.00 "
15014-10000-02366,1 or 2 Family Dwelling,9/24/2015,"$60,000.00 "
13014-20000-03624,1 or 2 Family Dwelling,2/20/2015,"$59,000.00 "
15010-10000-03862,Commercial,3/24/2016,"$60,000.00 "
13014-20000-01099,1 or 2 Family Dwelling,7/10/2013,"$66,000.00 "
13010-10000-04350,Commercial,6/24/2015,"$1,350,000.00 "
15014-70000-05420,1 or 2 Family Dwelling,1/29/2016,"$29,000.00 "
13014-30000-04438,1 or 2 Family Dwelling,12/11/2013,"$80,000.00 "
14014-20000-00597,1 or 2 Family Dwelling,6/9/2014,"$60,000.00 "
15014-20000-00896,1 or 2 Family Dwelling,10/16/2015,"$38,000.00 "
16014-20000-00715,1 or 2 Family Dwelling,4/7/2016,"$170,000.00 "
13014-20000-03332,1 or 2 Family Dwelling,10/23/2013,"$25,000.00 "
15010-30000-01086,1 or 2 Family Dwelling,9/15/2015,"$300,000.00 "
15014-20000-01370,1 or 2 Family Dwelling,6/10/2015,"$150,500.00 "
13014-10000-00330,Commercial,1/22/2015,"$1,800,000.00 "
15010-10000-00230,1 or 2 Family Dwelling,3/2/2015,"$40,000.00 "
13010-20000-03233,Apartment,2/12/2016,"$503,000.00 "
13014-70000-04293,1 or 2 Family Dwelling,11/12/2013,"$16,000.00 "
13010-70000-00836,1 or 2 Family Dwelling,4/11/2013,"$22,000.00 "
15014-20000-05731,1 or 2 Family Dwelling,2/5/2016,"$50,000.00 "
14010-10000-01962,1 or 2 Family Dwelling,11/5/2015,"$300,000.00 "
15010-10000-01703,1 or 2 Family Dwelling,4/12/2016,"$32,000.00 "
14014-70000-03686,1 or 2 Family Dwelling,9/18/2014,"$22,000.00 "
13014-20000-00079,1 or 2 Family Dwelling,1/9/2013,"$13,000.00 "
14014-70000-04127,1 or 2 Family Dwelling,9/30/2014,"$13,000.00 "
12010-20000-02994,Apartment,10/29/2013,"$1,825,400.00 "
14014-70000-01195,1 or 2 Family Dwelling,4/10/2014,"$65,000.00 "
15010-20000-00449,1 or 2 Family Dwelling,6/2/2015,"$265,000.00 "
15016-20000-02114,Commercial,3/26/2015,"$320,000.00 "
13010-10000-03254,1 or 2 Family Dwelling,4/17/2015,"$350,000.00 "
14014-20000-01659,1 or 2 Family Dwelling,8/14/2014,"$50,000.00 "
14014-10000-00548,1 or 2 Family Dwelling,10/20/2014,"$50,800.00 "
14014-20000-05634,1 or 2 Family Dwelling,4/1/2015,"$82,000.00 "
14010-10000-01002,1 or 2 Family Dwelling,7/31/2014,"$400,000.00 "
09016-10000-01214,Commercial,2/16/2013,"$2,500,000.00 "
14010-20000-03338,1 or 2 Family Dwelling,12/22/2014,"$47,000.00 "
15014-20000-03621,1 or 2 Family Dwelling,11/12/2015,"$236,000.00 "
15014-20000-05488,1 or 2 Family Dwelling,1/12/2016,"$100,000.00 "
13014-10000-00763,1 or 2 Family Dwelling,6/14/2013,"$147,000.00 "
16014-20000-00397,1 or 2 Family Dwelling,3/4/2016,"$45,000.00 "
13014-20000-03331,1 or 2 Family Dwelling,6/25/2014,"$35,000.00 "
14016-10000-06485,1 or 2 Family Dwelling,7/18/2014,"$340,000.00 "
15014-10000-02805,1 or 2 Family Dwelling,2/1/2016,"$18,400.00 "
14014-20000-03839,1 or 2 Family Dwelling,1/12/2015,"$120,000.00 "
