PCIS Permit #,Permit Sub-Type,Issue Date,Valuation,Floor Area-L.A. Zoning Code Definition,# of Residential Dwelling Units,# of Stories,Zone,Floor Area-L.A. Building Code Definition,Council District,Latitude/Longitude
15010-10000-03776,1 or 2 Family Dwelling,7/25/2016,"$200,000.00 ",1527,1,3,R3-1,1896,4,"(34.05631, -118.3141)"
16014-20000-02797,1 or 2 Family Dwelling,7/28/2016,"$170,000.00 ",824.25,,2,RE15-1-H,824.25,2,"(34.12731, -118.37998)"
16010-10000-02214,1 or 2 Family Dwelling,7/22/2016,"$1,000.00 ",0,,1,R1-1-RFA,177,7,"(34.25367, -118.30143)"
16014-20000-03293,1 or 2 Family Dwelling,7/28/2016,"$4,400.00 ",0,,1,R1-1,76,5,"(34.04713, -118.3837)"
15010-10000-03775,1 or 2 Family Dwelling,7/25/2016,"$200,000.00 ",1527,1,3,R3-1,1896,4,"(34.05631, -118.3141)"
16014-30000-01446,1 or 2 Family Dwelling,7/25/2016,"$110,000.00 ",2234,0,1,R1-1-RIO,1098,5,"(34.17321, -118.52543)"
16014-20000-03251,1 or 2 Family Dwelling,7/26/2016,"$10,000.00 ",2047.6,0,1,RS-1,525.6,12,"(34.27621, -118.48994)"
15010-10000-00389,1 or 2 Family Dwelling,7/25/2016,"$50,000.00 ",,,1,R1-1VLD,494,11,"(34.00455, -118.45362)"
14010-10000-01460,Apartment,7/22/2016,"$6,000,000.00 ",33517,25,5,R3-1,51762,5,"(34.02959, -118.43029)"
16014-30000-02247,1 or 2 Family Dwelling,7/27/2016,"$475,000.00 ",3449,0,2,R1-1,2804,11,"(33.99254, -118.43886)"
16014-20000-03378,1 or 2 Family Dwelling,7/28/2016,"$15,000.00 ",535.5,0,0,R1-1,535.5,3,"(34.20737, -118.54139)"
16010-20000-02651,1 or 2 Family Dwelling,7/28/2016,"$5,000.00 ",528,0,1,RE40-1-H,528,5,"(34.0904, -118.46928)"
16010-20000-01735,1 or 2 Family Dwelling,7/28/2016,"$40,000.00 ",706,,1,R1-1,706,2,"(34.15954, -118.40185)"
16014-20000-01486,1 or 2 Family Dwelling,7/28/2016,"$21,000.00 ",212,,0,C2-1VL,212,9,"(33.98548, -118.26942)"
16014-40000-03480,1 or 2 Family Dwelling,8/4/2016,"$35,000.00 ",372,,1,R1-1XL-O-CUGU,372,15,"(33.78585, -118.25963)"
16014-20000-03647,1 or 2 Family Dwelling,8/1/2016,"$20,000.00 ",258,,1,RS-1,258,12,"(34.18749, -118.63126)"
16010-20000-00866,1 or 2 Family Dwelling,8/2/2016,"$608,552.00 ",3684,1,2,[T]RE-1,4336,12,
16014-20000-03483,1 or 2 Family Dwelling,7/29/2016,"$40,000.00 ",361,,0,R1-1,361,11,"(34.04869, -118.52258)"
16014-40000-01167,1 or 2 Family Dwelling,7/29/2016,"$130,000.00 ",1168,1,1,R2-1VL-RIO,323,13,"(34.10204, -118.24466)"
16014-20000-03543,1 or 2 Family Dwelling,8/1/2016,"$95,000.00 ",330,,0,RE15-1-H,330,2,"(34.12705, -118.37947)"
16014-30000-00596,1 or 2 Family Dwelling,8/4/2016,"$450,000.00 ",4241,0,2,RE15-1-H,2820,11,"(34.07944, -118.50624)"
16014-30000-02918,1 or 2 Family Dwelling,8/1/2016,"$25,000.00 ",2614,0,0,R1-1-O,185,5,"(34.03917, -118.41478)"
16010-20000-02550,1 or 2 Family Dwelling,7/29/2016,"$500,000.00 ",4150,1,2,R1-1-RFA-RIO,4545,2,"(34.14756, -118.40823)"
16014-20000-00912,1 or 2 Family Dwelling,7/29/2016,"$120,000.00 ",2753.5,0,2,R1-1,1085.5,11,"(34.01436, -118.42924)"
16014-20000-01367,1 or 2 Family Dwelling,8/2/2016,"$60,000.00 ",1522,0,0,R1-1,302,14,"(34.13738, -118.20068)"
15014-10000-05469,1 or 2 Family Dwelling,7/29/2016,"$160,000.00 ",1384,,2,R2-1,504,11,"(33.99553, -118.45809)"
13010-20000-00989,1 or 2 Family Dwelling,8/4/2016,"$889,600.00 ",6391,1,2,RE15-1-H,7032,5,
16014-30000-02288,1 or 2 Family Dwelling,8/1/2016,"$23,000.00 ",4839,0,0,R1-1,365,4,"(34.10075, -118.36961)"
16014-20000-02170,1 or 2 Family Dwelling,8/3/2016,"$40,000.00 ",368.6,,2,R1-1-RFA,584.6,7,"(34.25683, -118.30601)"
16014-10000-03013,1 or 2 Family Dwelling,7/29/2016,"$50,000.00 ",495,,2,R1-1,495,2,"(34.1565, -118.38105)"
14010-10000-02792,Commercial,8/1/2016,"$336,120.00 ",2231,,2,M2-2D,6203,14,"(34.02529, -118.24466)"
13010-20000-03924,1 or 2 Family Dwelling,3/18/2015,"$181,600.00 ",1494,1,2,(T)(Q)RD2-1,1909,6,"(34.20922, -118.4634)"
16014-20000-03642,1 or 2 Family Dwelling,8/2/2016,"$40,000.00 ",325,,0,R1-1,655,10,"(34.03321, -118.33739)"
16010-20000-00867,1 or 2 Family Dwelling,8/2/2016,"$675,000.00 ",3933,1,2,[T]RE-1,4525,12,"(34.28992, -118.58583)"
15014-10000-04893,1 or 2 Family Dwelling,7/29/2016,"$200,000.00 ",1970,0,1,R1-1,402,4,"(34.07344, -118.31471)"
16014-20000-01807,1 or 2 Family Dwelling,7/29/2016,"$70,000.00 ",1708,,1,R1-1XL-RFA,487,12,"(34.26142, -118.51738)"
15010-10000-00005,1 or 2 Family Dwelling,7/29/2016,"$450,000.00 ",4580,,2,R1-1-O,1698,5,"(34.04356, -118.3937)"
16014-20000-03623,1 or 2 Family Dwelling,8/3/2016,"$15,000.00 ",364,,0,RS-1,364,12,"(34.23579, -118.48117)"
15014-10000-04927,Commercial,8/4/2016,"$300,000.00 ",2300,,0,(T)(Q)C4-2-SN,49,13,"(34.09818, -118.32309)"
15010-20000-03890,1 or 2 Family Dwelling,8/2/2016,"$177,078.00 ",1504,1,3,(Q)RD1.5-1,1856,6,
16014-10000-03579,1 or 2 Family Dwelling,8/1/2016,"$8,500.00 ",1370,0,0,R1-1,36,1,"(34.09057, -118.21665)"
16014-20000-03566,1 or 2 Family Dwelling,8/2/2016,"$28,000.00 ",344.7,,0,R1-1,492.3,6,"(34.19187, -118.45612)"
16014-10000-00737,1 or 2 Family Dwelling,7/29/2016,"$280,000.00 ",3215.98,0,3,R1-1-O,1655.21,5,"(34.05726, -118.43111)"
15014-70000-04487,1 or 2 Family Dwelling,8/4/2016,"$30,000.00 ",160,,0,RD1.5-1,160,10,"(34.04152, -118.36373)"
16014-20000-00826,Apartment,8/4/2016,"$177,000.00 ",1657.83,1,2,RD1.5-1,1657.83,2,"(34.18843, -118.38484)"
15014-20002-05734,1 or 2 Family Dwelling,7/29/2016,"$20,000.00 ",17.5,,0,RE15-1-H,17.5,4,"(34.11574, -118.36969)"
16010-20000-00297,1 or 2 Family Dwelling,8/3/2016,"$21,000.00 ",540,,1,RA-1,190,5,"(34.15619, -118.51013)"
13010-20002-00035,1 or 2 Family Dwelling,5/20/2015,"$30,000.00 ",92,,0,RE15-1-H,92,4,"(34.09552, -118.39013)"
13010-20000-00987,1 or 2 Family Dwelling,8/4/2016,"$1,020,690.00 ",6692,1,2,RE15-1-H,7450,5,
16014-20000-02817,1 or 2 Family Dwelling,8/1/2016,"$40,000.00 ",116,0,2,R1-1,116,5,"(34.0319, -118.40159)"
15010-20000-03897,1 or 2 Family Dwelling,8/2/2016,"$177,078.00 ",1504,1,3,(Q)RD1.5-1,1856,6,
16014-20000-03292,1 or 2 Family Dwelling,8/4/2016,"$76,000.00 ",752,,0,RS-1,752,2,"(34.21144, -118.41887)"
16014-20000-02782,1 or 2 Family Dwelling,8/3/2016,"$125,000.00 ",2085,0,2,R1-1,156,11,"(33.98822, -118.42575)"
15010-10000-00366,1 or 2 Family Dwelling,7/29/2016,"$1,200,000.00 ",4100,1,2,R1-1,4455,4,"(34.09796, -118.37887)"
16014-20000-03666,1 or 2 Family Dwelling,8/3/2016,"$50,000.00 ",496,,1,RS-1,496,12,"(34.24835, -118.49261)"
16014-20000-02507,1 or 2 Family Dwelling,7/29/2016,"$200,000.00 ",1254,,0,R1-1,1254,4,"(34.16795, -118.46089)"
15010-20000-03915,1 or 2 Family Dwelling,8/2/2016,"$186,072.00 ",1556,1,3,(Q)RD1.5-1,1912,6,
14014-10000-02706,1 or 2 Family Dwelling,8/2/2016,"$110,300.00 ",2286,,2,R1-1,1066,14,"(34.12478, -118.20016)"
14014-10001-05189,Commercial,8/1/2016,"$15,000.00 ",2124,,1,C2-1VL,-1435,8,"(33.94578, -118.27851)"
16014-20000-03608,1 or 2 Family Dwelling,7/29/2016,"$8,000.00 ",467.5,,0,RS-1-CUGU,467.5,7,"(34.26487, -118.40711)"
15010-20000-03898,1 or 2 Family Dwelling,8/2/2016,"$177,078.00 ",1504,1,3,(Q)RD1.5-1,1856,6,
16010-30000-01715,1 or 2 Family Dwelling,8/4/2016,"$20,000.00 ",200,,1,RS-1,200,11,"(34.05664, -118.47164)"
15010-20000-03887,1 or 2 Family Dwelling,8/2/2016,"$177,078.00 ",1504,1,3,(Q)RD1.5-1,1856,6,
13010-20000-03928,1 or 2 Family Dwelling,3/18/2015,"$181,600.00 ",1494,1,2,(T)(Q)RD2-1,1909,6,"(34.20919, -118.46375)"
16014-10000-02296,Commercial,8/2/2016,"$20,000.00 ",105,,0,M1-1,105,13,"(34.07469, -118.28704)"
15010-20000-03896,1 or 2 Family Dwelling,8/2/2016,"$177,078.00 ",1504,1,3,(Q)RD1.5-1,1856,6,
16014-20000-02717,Commercial,7/29/2016,"$100,000.00 ",290,,0,(Q)M1-1,290,6,"(34.2319, -118.36828)"
16014-20000-00860,1 or 2 Family Dwelling,7/29/2016,"$16,000.00 ",0,,0,R2-1,276,11,"(33.99553, -118.45809)"
16014-10000-01939,1 or 2 Family Dwelling,8/3/2016,"$110,000.00 ",1662,,1,R1-1,1110,8,"(33.94505, -118.26366)"
15014-20001-01045,1 or 2 Family Dwelling,8/2/2016,"$30,000.00 ",2326,0,2,R1-1,320,4,"(34.17716, -118.45946)"
13010-10000-01140,Commercial,5/5/2014,"$13,634,052.00 ",4723,,7,[Q]C4-4D,210566,14,"(34.04528, -118.25988)"
16014-10000-03353,1 or 2 Family Dwelling,8/1/2016,"$40,000.00 ",1932,,0,RD1.5-1-O,332,10,"(34.04265, -118.35124)"
15010-20000-03914,1 or 2 Family Dwelling,8/2/2016,"$186,072.00 ",1556,1,3,(Q)RD1.5-1,1912,6,
13010-20000-03929,1 or 2 Family Dwelling,3/18/2015,"$181,600.00 ",1489,1,2,(T)(Q)RD2-1,1911,6,"(34.20919, -118.46384)"
16014-20001-00134,1 or 2 Family Dwelling,8/4/2016,"$3,000.00 ",1421,,1,R1-1,360,3,"(34.17687, -118.54597)"
15014-20001-03020,1 or 2 Family Dwelling,8/3/2016,"$1,700.00 ",10,0,0,RE11-1,10,12,"(34.25425, -118.50985)"
16014-20000-03569,1 or 2 Family Dwelling,8/2/2016,"$27,000.00 ",0,,0,RS-1,65,3,"(34.21601, -118.55374)"
16014-10001-02504,1 or 2 Family Dwelling,7/29/2016,"$28,000.00 ",1858,,0,R1-1-RFA,280,7,"(34.26446, -118.3078)"
15010-20000-03929,1 or 2 Family Dwelling,8/2/2016,"$212,518.00 ",1717,1,3,(Q)RD1.5-1,2073,6,
16014-70000-03213,1 or 2 Family Dwelling,8/4/2016,"$1,200.00 ",0,0,0,R1-1,0,10,"(34.01667, -118.36825)"
16014-10000-03635,1 or 2 Family Dwelling,8/4/2016,"$7,500.00 ",44,,1,R1-1VLD,44,11,"(33.99921, -118.44594)"
16014-20000-02707,1 or 2 Family Dwelling,8/3/2016,"$88,000.00 ",830,,2,RA-1,835,5,"(34.15417, -118.51994)"
13010-20000-03925,1 or 2 Family Dwelling,3/18/2015,"$181,600.00 ",1489,1,2,(T)(Q)RD2-1,1911,6,"(34.20922, -118.46349)"
15010-20000-03888,1 or 2 Family Dwelling,8/2/2016,"$177,078.00 ",1504,1,3,(Q)RD1.5-1,1856,6,
15010-20000-04375,1 or 2 Family Dwelling,8/1/2016,"$200,000.00 ",1418,,1,R1-1-RFA-RIO,1418,2,"(34.15192, -118.41004)"
16014-10000-03602,1 or 2 Family Dwelling,8/4/2016,"$8,000.00 ",460,,0,RD2-1VL,460,13,"(34.08789, -118.25153)"
16010-10000-00429,1 or 2 Family Dwelling,8/3/2016,"$112,000.00 ",1175,1,1,R1-1,1595,8,"(33.97285, -118.29347)"
15010-20000-03899,1 or 2 Family Dwelling,8/2/2016,"$177,078.00 ",1504,1,3,(Q)RD1.5-1,1856,6,
16014-10000-01891,1 or 2 Family Dwelling,8/3/2016,"$100,000.00 ",2135,-1,2,R2-1-O,100,10,"(34.0517, -118.3382)"
16010-20000-01760,1 or 2 Family Dwelling,8/2/2016,"$500,000.00 ",4073,1,2,R1-1,4538,3,"(34.15892, -118.59317)"
16014-20001-02958,1 or 2 Family Dwelling,8/1/2016,"$100,000.00 ",30,,1,R1-1,-102,11,"(34.03198, -118.44015)"
16010-10000-00065,1 or 2 Family Dwelling,8/4/2016,"$1,150,000.00 ",4400,1,2,R1-1,7258,11,"(34.04112, -118.53859)"
16010-10000-01732,1 or 2 Family Dwelling,8/4/2016,"$385,000.00 ",3399,2,2,R2-1,4089,8,
16014-30000-02884,1 or 2 Family Dwelling,8/2/2016,"$350,000.00 ",3619,0,2,R1-1,2201,11,"(34.05821, -118.47605)"
16014-20000-02732,1 or 2 Family Dwelling,8/4/2016,"$50,000.00 ",389,,0,RE20-1-H,389,5,"(34.12098, -118.43128)"
15010-10000-02335,1 or 2 Family Dwelling,8/3/2016,"$350,000.00 ",2195,1,2,R1-1,2688,1,"(34.11001, -118.21509)"
15010-20000-03893,1 or 2 Family Dwelling,8/2/2016,"$177,078.00 ",1504,1,3,(T)(Q)RD1.5-1,1856,6,
16014-20000-03697,1 or 2 Family Dwelling,8/4/2016,"$60,000.00 ",450,,0,R1-1,450,2,"(34.21077, -118.40199)"
16010-20000-03002,1 or 2 Family Dwelling,7/29/2016,"$30,000.00 ",192,,1,R1-1,192,5,"(34.07918, -118.37016)"
15010-20000-03891,1 or 2 Family Dwelling,8/2/2016,"$177,078.00 ",1504,1,3,(Q)RD1.5-1,1856,6,
16010-20000-00295,1 or 2 Family Dwelling,8/3/2016,"$1,651,000.00 ",8310,1,2,RA-1,9400,5,"(34.15619, -118.51013)"
15010-30000-01957,1 or 2 Family Dwelling,8/1/2016,"$1,000,000.00 ",6521,1,3,RE15-1-H,7675,4,"(34.11405, -118.39689)"
16010-20000-00636,1 or 2 Family Dwelling,8/4/2016,"$497,000.00 ",3718,1,2,R1-1-RFA-RIO,4118,2,"(34.14803, -118.39743)"
16016-30000-17640,1 or 2 Family Dwelling,7/29/2016,"$20,000.00 ",0,0,1,R1-1,56,11,"(34.02689, -118.44957)"
14010-10000-02380,Commercial,8/4/2016,"$65,502,073.00 ",336292,341,28,C2-4D,330187,14,"(34.04583, -118.26186)"
15010-20000-03920,1 or 2 Family Dwelling,8/2/2016,"$198,422.00 ",1658,1,3,(Q)RD1.5-1,2010,6,
16014-20000-01860,1 or 2 Family Dwelling,8/3/2016,"$74,134.00 ",735,,0,R1-1,735,2,"(34.18923, -118.36718)"
16014-30000-01924,1 or 2 Family Dwelling,8/4/2016,"$473,000.00 ",4712,0,2,RS-1,2851,11,"(34.05664, -118.47164)"
16014-20000-02274,1 or 2 Family Dwelling,8/4/2016,"$110,000.00 ",2085,0,2,R1-1,1334,7,"(34.28898, -118.41405)"
16014-20000-03179,1 or 2 Family Dwelling,8/3/2016,"$78,000.00 ",958,,0,R1-1-RFA-RIO,958,2,"(34.15589, -118.41066)"
16010-20000-00865,1 or 2 Family Dwelling,8/2/2016,"$647,493.00 ",3935,1,2,[T]RE-1,4595,12,
15010-10000-02217,Apartment,7/29/2016,"$2,250,000.00 ",18279,14,3,R3-1VL,20208,2,
14014-30000-04290,1 or 2 Family Dwelling,3/20/2015,"$150,000.00 ",1830,1,2,RD1.5-1,1591,2,"(34.1408, -118.37325)"
16014-20000-03448,1 or 2 Family Dwelling,8/3/2016,"$50,000.00 ",490,0,0,R1-1-RIO,490,3,"(34.18327, -118.53356)"
13010-20000-03926,1 or 2 Family Dwelling,3/18/2015,"$181,600.00 ",1494,1,2,(T)(Q)RD2-1,1909,6,"(34.20919, -118.46358)"
16014-20000-03216,1 or 2 Family Dwelling,8/4/2016,"$46,000.00 ",423,0,1,R1-1-RFA-RIO,423,2,"(34.15255, -118.39226)"
16014-10000-03402,1 or 2 Family Dwelling,7/29/2016,"$30,000.00 ",330,,0,R1-1,330,10,"(34.03056, -118.36747)"
15014-20000-00610,1 or 2 Family Dwelling,8/2/2016,"$75,000.00 ",683,0,1,RA-1,683,3,"(34.16756, -118.54732)"
15010-10001-04202,1 or 2 Family Dwelling,8/4/2016,"$2,000.00 ",3615.6,0,0,R1-1-O,1.6,5,"(34.05074, -118.42502)"
15010-20000-01126,1 or 2 Family Dwelling,8/4/2016,"$900,000.00 ",5637,1,2,RE15-1-H,6967,5,"(34.09697, -118.4595)"
13010-20000-03930,1 or 2 Family Dwelling,3/18/2015,"$181,600.00 ",1494,1,2,(T)(Q)RD2-1,1909,6,"(34.20919, -118.46393)"
16014-20000-03162,1 or 2 Family Dwelling,8/2/2016,"$25,000.00 ",498,,1,RA-1,498,3,"(34.16329, -118.54185)"
14010-10000-02790,Commercial,8/1/2016,"$336,120.00 ",2231,,2,M2-2D,6203,14,"(34.02519, -118.24453)"
15014-20000-05844,1 or 2 Family Dwelling,8/1/2016,"$43,000.00 ",420,0,1,R1-1,420,11,"(33.96235, -118.39562)"
16014-20000-03615,1 or 2 Family Dwelling,8/2/2016,"$30,000.00 ",459,,0,R1-1-RIO,459,6,"(34.18737, -118.46308)"
13010-20000-03931,1 or 2 Family Dwelling,3/18/2015,"$181,600.00 ",1489,1,2,(T)(Q)RD2-1,1911,6,"(34.20917, -118.46402)"
16010-30000-00570,1 or 2 Family Dwelling,8/4/2016,"$20,000.00 ",200,,1,RE15-1-H,200,11,"(34.07944, -118.50624)"
15010-20000-03894,1 or 2 Family Dwelling,8/2/2016,"$177,078.00 ",1504,1,3,(T)(Q)RD1.5-1,1856,6,
16010-20000-00862,1 or 2 Family Dwelling,8/2/2016,"$608,552.00 ",3684,1,2,[T]RE-1,4336,12,
15010-20000-03900,1 or 2 Family Dwelling,8/2/2016,"$177,078.00 ",1504,1,3,(Q)RD1.5-1,1856,6,
16010-30000-00569,1 or 2 Family Dwelling,8/4/2016,"$20,000.00 ",200,,1,RE15-1-H,200,11,"(34.07944, -118.50624)"
15010-20000-03916,1 or 2 Family Dwelling,8/2/2016,"$186,072.00 ",1556,1,3,(Q)RD1.5-1,1912,6,
16010-20000-00868,1 or 2 Family Dwelling,8/2/2016,"$608,552.00 ",3684,1,2,[T]RE-1,4336,12,"(34.29005, -118.58577)"
16014-20000-03541,1 or 2 Family Dwelling,7/29/2016,"$17,000.00 ",0,,1,R2-1,80,7,"(34.30176, -118.45593)"
16010-10000-01309,1 or 2 Family Dwelling,7/29/2016,"$355,000.00 ",3273,2,2,R2-1XL,3945,5,
16014-20000-03589,1 or 2 Family Dwelling,8/2/2016,"$50,000.00 ",410,,0,RS-1,410,6,"(34.24102, -118.42009)"
16014-10000-02972,1 or 2 Family Dwelling,7/29/2016,"$30,000.00 ",281,,0,R1-1,281,2,"(34.19008, -118.43876)"
16010-70000-00011,1 or 2 Family Dwelling,8/4/2016,"$187,000.00 ",1660,1,3,RD1.5-1,2002,10,"(34.04213, -118.36241)"
16010-10000-01310,1 or 2 Family Dwelling,7/29/2016,"$355,000.00 ",3273,2,2,R2-1XL,3945,5,
16010-10000-01440,1 or 2 Family Dwelling,8/2/2016,"$600,000.00 ",2342,1,2,R1-1,2762,11,"(33.98624, -118.45295)"
16010-20000-01681,1 or 2 Family Dwelling,7/29/2016,"$584,000.00 ",2601,,2,R1-1-RIO,2601,4,"(34.16047, -118.43555)"
16014-10000-02951,1 or 2 Family Dwelling,7/29/2016,"$4,032.00 ",245,0,0,[Q]R1-1D,245,14,"(34.06563, -118.18434)"
16014-10000-02423,1 or 2 Family Dwelling,7/29/2016,"$185,000.00 ",2108,0,2,RD1.5-1XL,724,13,"(34.08952, -118.31368)"
16014-20000-03193,1 or 2 Family Dwelling,7/29/2016,"$45,000.00 ",530,0,0,R1-1,530,11,"(34.01034, -118.43688)"
11014-10010-01586,1 or 2 Family Dwelling,8/1/2016,"$1,450,000.00 ",5611,0,3,RE11-1,2972,11,"(34.04031, -118.51199)"
16014-10000-03460,1 or 2 Family Dwelling,8/3/2016,"$90,000.00 ",2249,0,1,R1-1,805,11,"(33.96272, -118.3917)"
16014-20000-02430,1 or 2 Family Dwelling,7/29/2016,"$215,000.00 ",1512,0,3,R1-1,1512,2,"(34.13861, -118.38199)"
16014-10000-02190,1 or 2 Family Dwelling,8/2/2016,"$80,000.00 ",1676,0,1,R1-1,568,11,"(34.00915, -118.44907)"
16014-20000-02917,1 or 2 Family Dwelling,8/4/2016,"$3,500.00 ",276,0,0,RS-1,276,12,"(34.24985, -118.57638)"
16014-20000-03174,1 or 2 Family Dwelling,8/2/2016,"$10,000.00 ",0,,0,R1-1,324,4,"(34.16529, -118.42803)"
16010-10000-02026,1 or 2 Family Dwelling,8/4/2016,"$315,000.00 ",2496,2,2,R2-1,3169,9,"(33.99869, -118.24433)"
16014-20000-02713,1 or 2 Family Dwelling,8/3/2016,"$8,000.00 ",405,,1,RA-1,405,12,"(34.22719, -118.47434)"
16014-30000-02778,1 or 2 Family Dwelling,8/4/2016,"$8,500.00 ",2421,0,2,R1-1,77,11,"(34.03898, -118.5293)"
15010-20000-03930,1 or 2 Family Dwelling,8/2/2016,"$212,518.00 ",1717,1,3,(Q)RD1.5-1,2073,6,
15010-20000-03889,1 or 2 Family Dwelling,8/2/2016,"$177,078.00 ",1504,1,3,(Q)RD1.5-1,1856,6,
15010-20000-03895,1 or 2 Family Dwelling,8/2/2016,"$177,078.00 ",1504,1,3,(Q)RD1.5-1,1856,6,
14010-10000-02791,Commercial,8/1/2016,"$336,120.00 ",2231,,2,M2-2D,6203,14,"(34.02522, -118.24456)"
16014-20000-02761,1 or 2 Family Dwelling,7/29/2016,"$8,000.00 ",204,0,0,R1-1,204,5,"(34.0687, -118.45975)"
16014-20000-02796,1 or 2 Family Dwelling,8/4/2016,"$89,000.00 ",698,0,2,R1-1-RFA,698,7,"(34.24478, -118.26764)"
16010-40000-00098,1 or 2 Family Dwelling,8/2/2016,"$50,000.00 ",818,,1,R1-1,818,11,"(33.95333, -118.44446)"
14010-10000-01434,1 or 2 Family Dwelling,5/25/2016,"$240,986.00 ",2093,1,2,RD1.5-1,2093,11,"(33.99818, -118.46793)"
16014-20001-02992,1 or 2 Family Dwelling,7/29/2016,"$5,000.00 ",49,,1,R1-1,49,3,"(34.20509, -118.5381)"
16014-20000-03594,1 or 2 Family Dwelling,8/1/2016,"$6,000.00 ",0,,1,RS-1,378,12,"(34.27549, -118.50947)"
16014-70000-01401,1 or 2 Family Dwelling,7/29/2016,"$330,000.00 ",3309,0,2,R1-1,2662,3,"(34.16382, -118.5282)"
13010-20000-03927,1 or 2 Family Dwelling,3/18/2015,"$181,600.00 ",1489,1,2,(T)(Q)RD2-1,1911,6,"(34.20919, -118.46367)"
16014-20000-03059,1 or 2 Family Dwelling,8/3/2016,"$40,000.00 ",303.4,0,0,R1-1-RIO,303.4,3,"(34.19865, -118.56866)"
16010-10000-01439,1 or 2 Family Dwelling,8/2/2016,"$600,000.00 ",2322,1,2,R1-1,2631,11,"(33.98627, -118.45307)"
16014-20000-03613,1 or 2 Family Dwelling,8/1/2016,"$30,000.00 ",2015,0,0,RS-1,293,3,"(34.21727, -118.57696)"
15014-20000-05630,Commercial,7/29/2016,"$2,472,000.00 ",7440,,0,M2-1,7440,11,
16010-20000-00296,1 or 2 Family Dwelling,8/3/2016,"$46,000.00 ",412,,1,RA-1,450,5,"(34.15619, -118.51013)"
15010-10000-03538,Commercial,8/4/2016,"$1,300,000.00 ",9275,,2,R1-1,9275,8,"(33.94992, -118.27899)"
16014-10000-03243,1 or 2 Family Dwelling,7/29/2016,"$45,900.00 ",1456,0,1,R1-1-CUGU,455,6,"(34.21174, -118.37672)"
16014-10000-02706,1 or 2 Family Dwelling,8/3/2016,"$100,000.00 ",553,,0,R1-1,553,5,"(34.03565, -118.4098)"
16014-30000-02087,1 or 2 Family Dwelling,8/2/2016,"$85,000.00 ",2066,0,2,R1-1VLD,12,11,"(34.00716, -118.45517)"
16014-20000-02980,1 or 2 Family Dwelling,7/29/2016,"$75,000.00 ",1695,,2,R1-1,701,11,"(34.02928, -118.44015)"
15010-20000-03892,1 or 2 Family Dwelling,8/2/2016,"$177,078.00 ",1504,1,3,(T)(Q)RD1.5-1,1856,6,
16014-20000-03593,1 or 2 Family Dwelling,8/1/2016,"$20,000.00 ",395,,1,RS-1,25,12,"(34.27549, -118.50947)"
16014-10000-03474,1 or 2 Family Dwelling,8/2/2016,"$14,000.00 ",3232.25,0,0,RE15-1-H,118.25,5,"(34.14131, -118.47515)"
13010-20000-03921,1 or 2 Family Dwelling,3/18/2015,"$181,600.00 ",1489,1,2,(T)(Q)RD2-1,1911,6,"(34.2092, -118.46313)"
15010-20000-00393,1 or 2 Family Dwelling,7/29/2016,"$530,000.00 ",4424,1,2,R1-1,4804,5,"(34.07918, -118.37016)"
13010-20000-03922,1 or 2 Family Dwelling,3/18/2015,"$181,600.00 ",1494,1,2,(T)(Q)RD2-1,1909,6,"(34.2092, -118.46322)"
15010-20000-03921,1 or 2 Family Dwelling,8/2/2016,"$198,422.00 ",1658,1,3,(Q)RD1.5-1,2010,6,
15014-10000-03551,1 or 2 Family Dwelling,7/29/2016,"$84,175.00 ",841,,2,R2-1VL,841,13,"(34.08385, -118.26932)"
15014-10000-05642,1 or 2 Family Dwelling,8/3/2016,"$60,000.00 ",2130,0,1,R1-1,452,6,"(34.21806, -118.39599)"
16010-20000-00864,1 or 2 Family Dwelling,8/2/2016,"$675,000.00 ",3933,1,2,[T]RE-1,4525,12,
15010-20000-03922,1 or 2 Family Dwelling,8/2/2016,"$198,422.00 ",1658,1,3,(Q)RD1.5-1,2010,6,
13014-10000-05347,1 or 2 Family Dwelling,7/29/2016,"$64,200.00 ",3437,,2,RS-1,724,11,"(34.05806, -118.48044)"
15014-10000-05313,Commercial,8/1/2016,"$48,180.00 ",1452,,0,M2-1,1452,6,"(34.17955, -118.45844)"
13010-20000-03923,1 or 2 Family Dwelling,3/18/2015,"$181,600.00 ",1489,1,2,(T)(Q)RD2-1,1911,6,"(34.20921, -118.46331)"
13010-20000-00988,1 or 2 Family Dwelling,8/4/2016,"$889,600.00 ",6391,1,2,RE15-1-H,7032,5,
15014-20002-02011,1 or 2 Family Dwelling,8/4/2016,"$5,000.00 ",48,,2,R1-1,48,4,"(34.07877, -118.31888)"
16014-20000-03692,1 or 2 Family Dwelling,8/3/2016,"$25,000.00 ",494,,1,RA-1,408,7,"(34.25079, -118.37783)"
15014-10000-04556,1 or 2 Family Dwelling,8/9/2016,"$25,240.00 ",1366,0,1,R1-1VL,247,4,"(34.10378, -118.26006)"
16010-20000-01579,1 or 2 Family Dwelling,8/9/2016,"$8,000.00 ",144,,1,RS-1,144,2,"(34.21382, -118.40184)"
16014-20000-02116,1 or 2 Family Dwelling,8/5/2016,"$36,000.00 ",180,,0,R2-1VL,180,13,
16010-20000-02516,1 or 2 Family Dwelling,8/10/2016,"$650,000.00 ",4457.66,1,2,R1-1-RFA-RIO,4857.66,2,"(34.15223, -118.38322)"
